P = 0.9782608695652174, R = 0.9574468085106383
P = 1.0, R = 1.0
P = 0.9753086419753086, R = 0.9518072289156626
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9555555555555556, R = 0.9148936170212766
P = 1.0, R = 1.0
P = 0.9866666666666667, R = 0.9736842105263158
P = 0.9879518072289156, R = 0.9761904761904762
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.975609756097561, R = 0.9523809523809523
P = 0.9886363636363636, R = 0.9666666666666667
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9811320754716981, R = 0.9629629629629629
P = 1.0, R = 1.0
P = 0.9573170731707317, R = 0.9181286549707602
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.984375, R = 0.9692307692307692
P = 0.9833333333333333, R = 0.9672131147540983
P = 0.975609756097561, R = 0.9523809523809523
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9838709677419355, R = 0.9682539682539683
P = 1.0, R = 1.0
P = 0.9879518072289156, R = 0.9761904761904762
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9830508474576272, R = 0.9354838709677419
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.8571428571428571, R = 0.9230769230769231
P = 1.0, R = 1.0
P = 0.987012987012987, R = 0.9743589743589743
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9851851851851852, R = 0.9708029197080292
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9506172839506173, R = 0.9808917197452229
P = 0.9855072463768116, R = 0.9714285714285714
P = 0.9917355371900827, R = 0.9836065573770492
P = 0.9821428571428571, R = 0.990990990990991
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9726027397260274, R = 0.9466666666666667
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9375, R = 0.8823529411764706
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9166666666666666, R = 0.8461538461538461
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9824561403508771, R = 0.9655172413793104
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9411764705882353, R = 0.8888888888888888
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9452054794520548, R = 0.9857142857142858
P = 0.8431372549019608, R = 0.9555555555555556
P = 1.0, R = 1.0
P = 0.9459459459459459, R = 0.9859154929577465
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9902912621359223, R = 0.9807692307692307
P = 0.8888888888888888, R = 0.9142857142857143
P = 0.9871794871794872, R = 0.9746835443037974
P = 1.0, R = 1.0
P = 0.991304347826087, R = 0.9743589743589743
P = 0.992, R = 0.9841269841269841
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9804878048780488, R = 0.9617224880382775
P = 0.9887640449438202, R = 0.9777777777777777
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9896907216494846, R = 0.9795918367346939
P = 0.9689922480620154, R = 0.9541984732824428
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9849246231155779, R = 0.9702970297029703
P = 0.968944099378882, R = 0.968944099378882
P = 0.984, R = 0.984
P = 0.9825581395348837, R = 0.9657142857142857
P = 0.9947916666666666, R = 0.9896373056994818
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9857142857142858, R = 0.971830985915493
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.996078431372549, R = 0.9921875
P = 1.0, R = 1.0
P = 0.9954545454545455, R = 0.9909502262443439
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9761904761904762, R = 0.9534883720930233
P = 1.0, R = 1.0
P = 0.9871794871794872, R = 0.9746835443037974
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9666666666666667, R = 0.9354838709677419
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9763779527559056, R = 0.9538461538461539
P = 1.0, R = 1.0
P = 0.9848484848484849, R = 0.9701492537313433
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9529411764705882, R = 0.9642857142857143
P = 0.9937106918238994, R = 0.9875
P = 1.0, R = 1.0
P = 0.984375, R = 0.9692307692307692
P = 1.0, R = 1.0
P = 0.9696969696969697, R = 0.9411764705882353
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9666666666666667, R = 0.9354838709677419
P = 0.9711538461538461, R = 0.9439252336448598
P = 0.6666666666666666, R = 0.5
P = 1.0, R = 1.0
P = 0.9642857142857143, R = 0.9310344827586207
P = 1.0, R = 1.0
P = 0.9956521739130435, R = 0.9913419913419913
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9848484848484849, R = 0.9848484848484849
P = 0.9848484848484849, R = 0.9701492537313433
P = 1.0, R = 1.0
P = 0.9516129032258065, R = 0.9516129032258065
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9344262295081968, R = 0.9193548387096774
P = 0.9921259842519685, R = 0.984375
P = 1.0, R = 1.0
P = 0.9818181818181818, R = 0.9557522123893806
P = 0.9803921568627451, R = 0.9615384615384616
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9857142857142858, R = 0.971830985915493
P = 1.0, R = 1.0
P = 0.989010989010989, R = 0.9782608695652174
P = 0.9777777777777777, R = 0.9496402877697842
P = 0.963855421686747, R = 0.9302325581395349
P = 0.9887218045112782, R = 0.9776951672862454
P = 0.9574468085106383, R = 0.9782608695652174
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.8888888888888888, R = 0.96
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.7, R = 0.875
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9846153846153847, R = 0.9696969696969697
P = 0.9900990099009901, R = 0.9803921568627451
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9605263157894737, R = 0.9358974358974359
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.975, R = 0.9512195121951219
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9259259259259259, R = 0.8620689655172413
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9545454545454546, R = 0.9130434782608695
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9866666666666667, R = 0.9736842105263158
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9722222222222222, R = 0.9459459459459459
P = 1.0, R = 1.0
P = 0.95, R = 0.9047619047619048
P = 0.9941860465116279, R = 0.9884393063583815
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9824561403508771, R = 0.9655172413793104
P = 0.984375, R = 0.9692307692307692
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.8947368421052632, R = 0.9444444444444444
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 0.9692307692307692, R = 0.9402985074626866
P = 1.0, R = 1.0
P = 0.9930555555555556, R = 0.9862068965517241
P = 0.9803921568627451, R = 0.9615384615384616
P = 1.0, R = 1.0
P = 0.9545454545454546, R = 0.9130434782608695
P = 0.9827586206896551, R = 0.9661016949152542
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
P = 1.0, R = 1.0
